"","Station","Time(Ent)","Forecast(Ent)","Validation(Ent)","Actual(Ent)","Time(Ext)","Forecast(Ext)","Validation(Ext)","Actual(Ext)","Time(Trf)","Forecast(Trf)","Validation(Trf)","Actual(Trf)"
"1","14 ST-UNION SQ","2017-08-05 01:00:00",3740.99623880164,3974.95303096955,3662,"2017-08-05 01:00:00",1728.8299337716,1883.19074047594,1140.75,"2017-08-05 01:00:00",39.16460972083,39.9942758591294,32.4510135135135
"2","14 ST-UNION SQ","2017-08-05 05:00:00",619.504604287415,573.058776089518,293.5,"2017-08-05 05:00:00",455.246472686174,468.559861377106,143,"2017-08-05 05:00:00",8.40933243280308,7.14204189257767,2.94932432432432
"3","14 ST-UNION SQ","2017-08-05 09:00:00",1993.60339872766,2780.1448732132,2270.5,"2017-08-05 09:00:00",3643.5199783574,4477.21799256778,4289,"2017-08-05 09:00:00",39.7842775080169,49.3984197635062,44.3209459459459
"4","14 ST-UNION SQ","2017-08-05 13:00:00",3484.59124052411,3681.04329487684,3563.75,"2017-08-05 13:00:00",5789.3522262169,5923.83977467926,6187.5,"2017-08-05 13:00:00",61.4014221542883,64.1289061116121,65.8868243243243
"5","14 ST-UNION SQ","2017-08-05 17:00:00",6945.23554228558,6443.04046749815,6504,"2017-08-05 17:00:00",5142.81418534754,4632.3432744172,4741.5,"2017-08-05 17:00:00",81.5952933107224,74.8362886031405,75.9831081081081
"6","14 ST-UNION SQ","2017-08-05 21:00:00",8207.74215079166,9022.67083793448,10294.25,"2017-08-05 21:00:00",4806.31330582637,4993.60714348752,5545.75,"2017-08-05 21:00:00",90.1253740402526,94.6185981167677,107.027027027027
"7","14 ST-UNION SQ","2017-08-06 01:00:00",3779.88712210743,4031.95171181269,4038.25,"2017-08-06 01:00:00",1761.70752387032,2081.23918907206,1336.5,"2017-08-06 01:00:00",39.4862739047781,40.9107603176152,36.3158783783784
"8","14 ST-UNION SQ","2017-08-06 05:00:00",1011.4523175203,854.690149700722,412.75,"2017-08-06 05:00:00",587.302537262906,760.556076418038,164.5,"2017-08-06 05:00:00",11.1922248700627,9.52185490920456,3.90033783783784
"9","14 ST-UNION SQ","2017-08-06 09:00:00",2223.30356668961,2933.93732821204,1928.5,"2017-08-06 09:00:00",3441.61145367149,4408.36899851127,3557.75,"2017-08-06 09:00:00",39.7820154879616,49.5631803151099,37.0692567567568
"10","14 ST-UNION SQ","2017-08-06 13:00:00",3580.29536061609,3654.70162480838,3479.25,"2017-08-06 13:00:00",5307.1335264691,5681.10653285337,6143,"2017-08-06 13:00:00",60.5205870744442,62.650837120954,65.0152027027027
"11","14 ST-UNION SQ","2017-08-06 17:00:00",6670.02128070522,6196.69070306616,7369.5,"2017-08-06 17:00:00",4759.04159846224,4544.44037210218,5286.5,"2017-08-06 17:00:00",78.595441216842,72.8849264212597,85.5135135135135
"12","14 ST-UNION SQ","2017-08-06 21:00:00",7815.06915532146,8449.89833462845,8716.75,"2017-08-06 21:00:00",4444.18964114572,4850.62739824476,4999.25,"2017-08-06 21:00:00",86.3171116622483,90.8029501616687,92.6756756756757
"13","FLUSHING-MAIN","2017-08-05 00:00:00",1704.56505327764,1498.66495419776,1201.5,"2017-08-05 00:00:00",2157.04032947497,2202.45386346363,2147.75,"2017-08-05 00:00:00",34.3748006075015,33.7399702061954,31.0115740740741
"14","FLUSHING-MAIN","2017-08-05 04:00:00",441.859039967657,414.825188820154,135.75,"2017-08-05 04:00:00",434.222599416713,381.782479198595,293.75,"2017-08-05 04:00:00",7.23722252571541,5.50778768670062,3.97685185185185
"15","FLUSHING-MAIN","2017-08-05 08:00:00",3026.81434999982,3330.29653787069,3268.5,"2017-08-05 08:00:00",879.322056240989,926.876042771087,775,"2017-08-05 08:00:00",36.2468030255139,38.7330353639704,37.4398148148148
"16","FLUSHING-MAIN","2017-08-05 12:00:00",3829.91868646076,4270.40908063061,4530.5,"2017-08-05 12:00:00",1641.45434786411,1784.62038864898,1771.5,"2017-08-05 12:00:00",51.49946695317,55.710532455199,58.3518518518519
"17","FLUSHING-MAIN","2017-08-05 16:00:00",2565.03075909079,2541.28746131139,2645.25,"2017-08-05 16:00:00",2171.97262225317,2096.15673278925,1882,"2017-08-05 16:00:00",43.218302389208,42.0329037871528,41.9189814814815
"18","FLUSHING-MAIN","2017-08-05 20:00:00",3058.39496698965,2710.97190659514,2867,"2017-08-05 20:00:00",4049.52951323897,4068.49124569635,4562.5,"2017-08-05 20:00:00",65.9025255238661,62.2666165288706,68.7916666666667
"19","FLUSHING-MAIN","2017-08-06 00:00:00",1659.72792988431,1649.42673567098,1304.5,"2017-08-06 00:00:00",2120.64995242672,2223.31713977885,2155.5,"2017-08-06 00:00:00",35.1210379118126,33.8164493013917,32.037037037037
"20","FLUSHING-MAIN","2017-08-06 04:00:00",561.487610560633,714.992675381646,134.75,"2017-08-06 04:00:00",498.08419625799,477.665339312652,347.75,"2017-08-06 04:00:00",10.056898031647,7.87535444071166,4.46759259259259
"21","FLUSHING-MAIN","2017-08-06 08:00:00",2740.97541719251,3119.56878328843,3022.75,"2017-08-06 08:00:00",919.511390798016,1008.45330339859,770.25,"2017-08-06 08:00:00",36.7318892978465,38.3500932368727,35.1203703703704
"22","FLUSHING-MAIN","2017-08-06 12:00:00",3439.30676194968,3917.31668507155,4071.25,"2017-08-06 12:00:00",1611.83139488054,1750.56392713063,1635.75,"2017-08-06 12:00:00",50.7854781987393,54.0184091428,52.8425925925926
"23","FLUSHING-MAIN","2017-08-06 16:00:00",2371.65565208492,2509.43056131726,2585.5,"2017-08-06 16:00:00",2064.56145918481,2052.2525944936,2109,"2017-08-06 16:00:00",43.1222204851227,41.3934989989589,43.4675925925926
"24","FLUSHING-MAIN","2017-08-06 20:00:00",2760.19334232995,2643.15301808212,3127.25,"2017-08-06 20:00:00",3859.67087406092,3848.88980825622,4270.5,"2017-08-06 20:00:00",64.0232228025466,60.0235294755859,68.4976851851852
"25","JKSN HT-ROOSVLT","2017-08-05 00:00:00",1315.58382269255,1201.3020762886,1014.25,"2017-08-05 00:00:00",1838.79871600594,1815.054947944,1738.75,"2017-08-05 00:00:00",35.5933281434042,34.5516154719785,31.2840909090909
"26","JKSN HT-ROOSVLT","2017-08-05 04:00:00",416.531468305387,252.633140043057,222.5,"2017-08-05 04:00:00",967.092613752926,631.910174845456,468,"2017-08-05 04:00:00",13.7424242657461,9.66304386949993,7.84659090909091
"27","JKSN HT-ROOSVLT","2017-08-05 08:00:00",2238.17760618642,2347.47778555974,2325.5,"2017-08-05 08:00:00",587.634949874987,581.15320414531,497.75,"2017-08-05 08:00:00",32.9575800613683,33.8080499858813,32.0823863636364
"28","JKSN HT-ROOSVLT","2017-08-05 12:00:00",3346.15962954607,3685.6745743248,3848.75,"2017-08-05 12:00:00",1026.44291333049,1130.08770211516,1091.75,"2017-08-05 12:00:00",50.1095886392853,54.0295083664602,56.1420454545455
"29","JKSN HT-ROOSVLT","2017-08-05 16:00:00",2322.1787905655,2211.7940116902,2356.75,"2017-08-05 16:00:00",1835.76376698991,1889.66052653438,1878.75,"2017-08-05 16:00:00",48.0782251522036,47.4458416506129,48.1306818181818
"30","JKSN HT-ROOSVLT","2017-08-05 20:00:00",2414.52564123572,2117.54253787645,2407.5,"2017-08-05 20:00:00",3194.55441606605,3259.0623628672,3521,"2017-08-05 20:00:00",63.7874341596464,61.6257311989451,67.3693181818182
"31","JKSN HT-ROOSVLT","2017-08-06 00:00:00",1161.79792716806,1309.38402617008,1080.25,"2017-08-06 00:00:00",1793.48664391322,1775.11164263149,1846.5,"2017-08-06 00:00:00",36.0510902947079,34.8539408369951,33.2585227272727
"32","JKSN HT-ROOSVLT","2017-08-06 04:00:00",331.704648302492,424.266040901393,276.5,"2017-08-06 04:00:00",1012.12654177845,716.67988907536,898.25,"2017-08-06 04:00:00",15.5249051088686,11.3694745893971,13.3494318181818
"33","JKSN HT-ROOSVLT","2017-08-06 08:00:00",1960.38687088279,2287.69867448784,2203.5,"2017-08-06 08:00:00",672.000562603761,671.229668855698,484,"2017-08-06 08:00:00",33.4141722325425,34.0984822543385,30.5397727272727
"34","JKSN HT-ROOSVLT","2017-08-06 12:00:00",2907.09766408662,3404.96528470997,3500,"2017-08-06 12:00:00",1065.29038020392,1162.2227193714,977,"2017-08-06 12:00:00",48.9242207807211,52.592690536295,50.875
"35","JKSN HT-ROOSVLT","2017-08-06 16:00:00",2057.78092858345,2203.4773226512,2352.25,"2017-08-06 16:00:00",1790.67175068316,1841.63919651,1881.25,"2017-08-06 16:00:00",47.524411624957,46.7631791808875,48.1079545454545
"36","JKSN HT-ROOSVLT","2017-08-06 20:00:00",2124.38276833109,2099.35850146193,2490.75,"2017-08-06 20:00:00",3008.53827997515,3066.54031487063,3397.75,"2017-08-06 20:00:00",61.9196160648639,59.6258644735371,66.9147727272727
"37","GRD CNTRL-42 ST","2017-08-05 00:00:00",2572.06126505322,2695.90792708267,2247.75,"2017-08-05 00:00:00",1474.6068459579,1733.52078866207,1053.25,"2017-08-05 00:00:00",26.7094518391608,28.1670692856989,25.0075757575758
"38","GRD CNTRL-42 ST","2017-08-05 04:00:00",679.848240005542,977.584989913114,353.75,"2017-08-05 04:00:00",378.435818742146,727.181403867688,219.25,"2017-08-05 04:00:00",7.53043842553753,14.4384348575236,4.34090909090909
"39","GRD CNTRL-42 ST","2017-08-05 08:00:00",1374.62185537992,1893.81631139716,1555.25,"2017-08-05 08:00:00",1953.20224754222,2276.77797823693,2212.25,"2017-08-05 08:00:00",23.458195757773,30.6247298532689,28.5416666666667
"40","GRD CNTRL-42 ST","2017-08-05 12:00:00",3750.9195551661,4313.91391676361,4581.5,"2017-08-05 12:00:00",5090.21481174963,5472.15685922443,5860.25,"2017-08-05 12:00:00",68.5844629214873,73.0173745480584,79.1041666666667
"41","GRD CNTRL-42 ST","2017-08-05 16:00:00",3830.37906932487,3697.38144225799,3724,"2017-08-05 16:00:00",3276.90265631184,2947.04344545005,3005.25,"2017-08-05 16:00:00",53.413793515451,53.2241616562369,50.9791666666667
"42","GRD CNTRL-42 ST","2017-08-05 20:00:00",6237.32608028883,7420.29543121011,7546.75,"2017-08-05 20:00:00",3939.67602165367,4585.27886702321,4852.25,"2017-08-05 20:00:00",77.6748417683883,90.2596935124866,93.9318181818182
"43","GRD CNTRL-42 ST","2017-08-06 00:00:00",3209.59911269545,2555.11723618953,2471.25,"2017-08-06 00:00:00",1818.17078221604,1816.88200730645,1237.5,"2017-08-06 00:00:00",37.8686529003121,26.4104229205388,28.0965909090909
"44","GRD CNTRL-42 ST","2017-08-06 04:00:00",1514.72231614561,1049.06892194825,380,"2017-08-06 04:00:00",887.287302863557,961.166080925418,147,"2017-08-06 04:00:00",18.7232922372546,16.3347222217473,3.99242424242424
"45","GRD CNTRL-42 ST","2017-08-06 08:00:00",2157.9830748362,1836.95772922279,1402.5,"2017-08-06 08:00:00",2171.06161982657,2209.21722561356,2032.5,"2017-08-06 08:00:00",32.0766055878525,27.1240902745975,26.0227272727273
"46","GRD CNTRL-42 ST","2017-08-06 12:00:00",4231.56439213072,3989.30518327653,3947.25,"2017-08-06 12:00:00",4654.20769989849,4680.55874796592,5502.5,"2017-08-06 12:00:00",76.232993688848,69.2068849284288,71.5890151515152
"47","GRD CNTRL-42 ST","2017-08-06 16:00:00",4309.8986428467,3437.68346075883,4183.25,"2017-08-06 16:00:00",3172.69520105918,2652.59142621698,3364,"2017-08-06 16:00:00",60.8382901235275,51.9015848216538,57.1761363636364
"48","GRD CNTRL-42 ST","2017-08-06 20:00:00",6431.31588800441,6717.56841894941,6874,"2017-08-06 20:00:00",3857.35617834752,4126.01741068256,4276.25,"2017-08-06 20:00:00",82.367684914813,82.7932147127274,84.4715909090909
"49","96 ST","2017-08-05 01:00:00",1021.03889921179,925.259152916567,861,"2017-08-05 01:00:00",1023.88661118671,1316.59591279563,1188,"2017-08-05 01:00:00",17.2187671143802,19.3334766487443,17.6637931034483
"50","96 ST","2017-08-05 05:00:00",348.59196507721,283.828131770538,100.25,"2017-08-05 05:00:00",216.602563634601,385.146807779845,141.75,"2017-08-05 05:00:00",4.77027462018901,6.51081455858945,2.08620689655172
"51","96 ST","2017-08-05 09:00:00",2346.55816158196,2698.24205718088,2846.75,"2017-08-05 09:00:00",1283.21419170726,1676.44805169502,1625.75,"2017-08-05 09:00:00",32.0848685927967,38.0662955636945,38.5560344827586
"52","96 ST","2017-08-05 13:00:00",2708.89987233226,2918.20305947302,2990.5,"2017-08-05 13:00:00",1592.95757216554,1974.08207628348,1678,"2017-08-05 13:00:00",37.3391485660951,42.0655337641182,40.2456896551724
"53","96 ST","2017-08-05 17:00:00",3028.28127256534,2991.34512871071,3087,"2017-08-05 17:00:00",2004.86703428526,2330.76670050005,2083.75,"2017-08-05 17:00:00",42.9433566113434,45.4173197869657,44.5754310344828
"54","96 ST","2017-08-05 21:00:00",2843.67109502731,2902.7149384787,3193,"2017-08-05 21:00:00",2416.65386017439,2880.81299709372,3139,"2017-08-05 21:00:00",45.2811233439097,49.6539668399982,54.5862068965517
"55","96 ST","2017-08-06 01:00:00",1142.22260998342,995.360666903826,962,"2017-08-06 01:00:00",1217.61819782555,1303.42297923349,1149,"2017-08-06 01:00:00",20.8279128977771,19.8039402905253,18.198275862069
"56","96 ST","2017-08-06 05:00:00",568.16690510494,457.877570123605,102.25,"2017-08-06 05:00:00",472.703350841354,434.498654172073,155.75,"2017-08-06 05:00:00",9.74194937673461,8.2918925014822,2.22413793103448
"57","96 ST","2017-08-06 09:00:00",2346.97083977297,2603.52374206633,2500,"2017-08-06 09:00:00",1475.14774279999,1639.51533126841,1462.75,"2017-08-06 09:00:00",34.4372690855508,36.9221251573857,34.1616379310345
"58","96 ST","2017-08-06 13:00:00",2696.81303653611,2829.08808972061,2774,"2017-08-06 13:00:00",1754.74235283533,1923.79087811203,1672,"2017-08-06 13:00:00",39.263825812853,40.6441625867442,38.3275862068966
"59","96 ST","2017-08-06 17:00:00",2967.4497814157,2872.95060816044,3186.5,"2017-08-06 17:00:00",2142.91004376493,2255.04161208469,2194,"2017-08-06 17:00:00",44.4247695634191,43.67530258762,46.3836206896552
"60","96 ST","2017-08-06 21:00:00",2815.22178910991,2811.03926638452,2923.25,"2017-08-06 21:00:00",2496.78964279969,2747.74704841708,2449.75,"2017-08-06 21:00:00",46.3339773459388,47.3797598960853,46.3189655172414
"61","34 ST-PENN STA","2017-08-05 02:00:00",586.76933973312,1167.84161249995,852.5,"2017-08-05 02:00:00",560.281282130079,581.580680778949,436.5,"2017-08-05 02:00:00",18.9878453079345,21.7891550289035,15.3452380952381
"62","34 ST-PENN STA","2017-08-05 06:00:00",258.407241709637,514.366569999353,190.25,"2017-08-05 06:00:00",264.789971940827,361.419730438354,150.25,"2017-08-05 06:00:00",9.71543022792591,11.3882415704697,4.05357142857143
"63","34 ST-PENN STA","2017-08-05 10:00:00",3447.56126418544,4088.68491235026,4852.5,"2017-08-05 10:00:00",1417.24582725093,1499.85182456324,1649.75,"2017-08-05 10:00:00",62.8304370822231,68.7926190729284,77.4077380952381
"64","34 ST-PENN STA","2017-08-05 14:00:00",1690.4966021537,2011.15306709865,2112.75,"2017-08-05 14:00:00",1585.76146745044,1444.81872841175,1369.5,"2017-08-05 14:00:00",43.0739829401286,42.8663263560258,41.4553571428571
"65","34 ST-PENN STA","2017-08-05 18:00:00",2366.90842358328,2320.76361155615,2655,"2017-08-05 18:00:00",3255.43527350057,3228.10389264666,3280,"2017-08-05 18:00:00",69.0859221279167,66.8305556968939,70.6547619047619
"66","34 ST-PENN STA","2017-08-05 22:00:00",1768.69644728963,1920.60782488727,2255.25,"2017-08-05 22:00:00",1752.37438314531,1970.14707399682,1969.5,"2017-08-05 22:00:00",44.8790469309307,48.6912155425007,50.2946428571429
"67","34 ST-PENN STA","2017-08-06 02:00:00",640.819520114889,1098.04819867022,634,"2017-08-06 02:00:00",705.207737605747,586.956393443758,507.75,"2017-08-06 02:00:00",23.8693834058944,22.9978095298056,13.5922619047619
"68","34 ST-PENN STA","2017-08-06 06:00:00",435.975150627832,615.520192724636,175.25,"2017-08-06 06:00:00",500.815274150462,437.016354140993,162.75,"2017-08-06 06:00:00",17.2686250187427,15.6302157726898,4.02380952380952
"69","34 ST-PENN STA","2017-08-06 10:00:00",2801.81669068602,3204.13697724781,4414.5,"2017-08-06 10:00:00",1510.28645630153,1448.42005317363,1520.25,"2017-08-06 10:00:00",61.0678733720836,62.6776031366981,70.6517857142857
"70","34 ST-PENN STA","2017-08-06 14:00:00",1556.5163509349,1689.01120970606,2037,"2017-08-06 14:00:00",1687.99438750477,1408.91514337803,1617.75,"2017-08-06 14:00:00",45.2734407412955,41.8895026694128,43.5089285714286
"71","34 ST-PENN STA","2017-08-06 18:00:00",2094.76806594788,1913.69637511065,2824.5,"2017-08-06 18:00:00",3201.27729207898,3027.9328447753,3618,"2017-08-06 18:00:00",66.4825312516997,61.1789005177489,76.6964285714286
"72","34 ST-PENN STA","2017-08-06 22:00:00",1700.03973180852,1631.39953524109,2108.5,"2017-08-06 22:00:00",1826.29563339872,1882.11308261243,1756,"2017-08-06 22:00:00",46.6838991996299,46.6547102892943,46.0059523809524
"73","50 ST","2017-08-05 00:00:00",2296.3707943878,2556.23839651102,2032.75,"2017-08-05 00:00:00",1077.67517625057,938.701492313198,818.75,"2017-08-05 00:00:00",22.7229575496466,24.1032837678414,19.8020833333333
"74","50 ST","2017-08-05 04:00:00",554.466912023495,696.560120448545,348.5,"2017-08-05 04:00:00",410.937799112392,342.966904813287,124.75,"2017-08-05 04:00:00",5.98729275745419,7.84695236442119,3.28645833333333
"75","50 ST","2017-08-05 08:00:00",578.929304533866,766.755114265077,496,"2017-08-05 08:00:00",1234.91628240977,1313.02791285154,1205.25,"2017-08-05 08:00:00",11.7475651346744,13.5775745434146,11.8142361111111
"76","50 ST","2017-08-05 12:00:00",1901.00970203672,1948.35012824126,2021.75,"2017-08-05 12:00:00",2691.6611282823,3268.56661474357,3662.75,"2017-08-05 12:00:00",32.7171073894506,36.6805457106529,39.4756944444444
"77","50 ST","2017-08-05 16:00:00",2551.83066574465,2191.95666890659,2266.25,"2017-08-05 16:00:00",1742.32416895542,1898.92635520823,1633,"2017-08-05 16:00:00",28.5683264116182,26.640118785305,27.078125
"78","50 ST","2017-08-05 20:00:00",4301.93556880976,5372.68676399422,5085.5,"2017-08-05 20:00:00",2211.57002462896,2071.19469509062,2439.75,"2017-08-05 20:00:00",45.3187550846539,51.2366179526336,52.2586805555556
"79","50 ST","2017-08-06 00:00:00",2381.37253486509,2591.61633686379,2262.25,"2017-08-06 00:00:00",1141.88475554317,1083.36736920244,895,"2017-08-06 00:00:00",26.723258234306,23.1681017678943,21.9253472222222
"80","50 ST","2017-08-06 04:00:00",870.626439774214,792.636784521719,430.25,"2017-08-06 04:00:00",614.191330330639,589.700951135316,144.5,"2017-08-06 04:00:00",11.4671575816091,8.39742913608511,3.99131944444444
"81","50 ST","2017-08-06 08:00:00",888.335090914665,934.228490934584,467.5,"2017-08-06 08:00:00",1227.74023379155,1295.30428776007,1164.25,"2017-08-06 08:00:00",16.7002463654007,13.5954809822772,11.3315972222222
"82","50 ST","2017-08-06 12:00:00",2036.52721511878,1815.58493040042,1917.25,"2017-08-06 12:00:00",2388.72069189678,2774.27670125232,3096.25,"2017-08-06 12:00:00",35.804212868833,34.6128438198793,34.8159722222222
"83","50 ST","2017-08-06 16:00:00",2580.57155524327,2154.98369100328,2647.5,"2017-08-06 16:00:00",1593.83260341416,1762.24408160892,1709,"2017-08-06 16:00:00",32.0234208133536,25.4656370561215,30.2534722222222
"84","50 ST","2017-08-06 20:00:00",4080.43083063088,4723.52215476851,4555.25,"2017-08-06 20:00:00",2007.33544283728,1931.66168955454,2429.25,"2017-08-06 20:00:00",47.2923495402979,47.8648381929647,48.5034722222222
"85","FULTON ST","2017-08-05 01:00:00",1165.38463158494,1853.57837084692,1241,"2017-08-05 01:00:00",569.676274689624,887.806405970227,459.75,"2017-08-05 01:00:00",8.948292655162,14.5686961314172,8.50375
